source,word,aoa,arousal,conc,dom,fam,image,size,gender,valence,humor,social
gpt4o,hope,3,5.6,1.8,6.38,6.32,2.7,3.6,3.14,8.34,2.4,3.8
gpt4o,hostage,6.4,8.1,4.2,1.7,3.84,3.8,3.8,5.06,1.66,1,6
gpt4o,hostess,5.28,4.5,4.8,4.4,4.7,4.84,3.5,1.9,5.6,2.2,5.3
gpt4o,hurdle,5.44,6.08,4.86,4.8,4.66,4.6,3.4,5.4,4.12,2,2
gpt4o,husband,3.6,3.86,5.46,6.1,6.3,5.12,3.8,6.5,6.5,2.1,6.64
gpt4o,impress,4.8,5.76,2.8,7,5.24,3.1,4.7,4.4,6.8,2.54,4.8
gpt4o,incest,6.6,8,2.9,1.5,3.26,2.8,3.5,4.94,1.1,1,4.8
gpt4o,island,3.52,3.6,6.44,6.2,5.9,6.54,5.9,3.84,6.6,1.88,1.9
gpt4o,issue,4.86,5.4,2.7,4.38,6.02,2.7,3.7,4.2,4.02,1.5,3.8
gpt4o,item,4,3.56,4.9,5,5.6,3.8,3.4,4,5,1.76,1.4
gpt4o,jacket,2.8,3.6,6.56,4.9,6,6.2,3.3,4.66,5.46,2,1.62
gpt4o,jewel,4.04,4.5,6.48,6.36,5,6.1,3.4,2.64,7.48,2.2,1.76
gpt4o,jungle,3.7,6.76,6.1,5.9,5.3,6.36,6.4,5.2,5.3,2.8,1.62
gpt4o,junk,3.64,3.6,4.8,3.06,4.9,4.38,2.5,4.7,2.7,2.26,1.14
gpt4o,justice,5.42,5.86,1.82,7.9,5.9,2.72,4.9,3.9,7.7,1.8,6.5
gpt4o,kill,3.7,8.4,3.22,5.18,6,3.54,4,6.5,1.28,1,5.82
gpt4o,knock,2.66,5.36,4.58,4.94,5.62,4.92,2.8,5.2,4.5,2.82,2.9
gpt4o,knowledge,4,4.3,1.8,7.5,6.2,2.5,4.6,3.9,8,2.26,4.04
gpt4o,lace,3.4,3.4,5.2,4.76,5,5.1,2.4,2.02,5.88,2.02,1.7
gpt4o,ladder,3.52,4.44,6.1,5.3,5.4,5.9,3.8,5.16,5.3,2,1.18
gpt4o,launch,5.26,7.4,4,6.6,5.46,4.5,5,5.6,5.86,2.1,2.6
gpt4o,leaf,2.4,2.76,6.54,4.04,6,6.52,2.3,3.2,6,2,1.02
gpt4o,leisure,5.24,2.4,3.3,5.76,5.1,4.12,3.8,3.6,7.1,2.66,3.1
gpt4o,leopard,4.22,6.46,6.5,6.9,4.6,6.44,5.3,5.3,5.6,2.3,1.34
gpt4o,lettuce,3.3,2.5,6.56,4.02,5.6,6.3,2.8,3.6,5.88,2.22,1
gpt4o,limit,4.32,4.26,2.8,3.96,5.8,2.9,3.4,4.3,4.44,1.44,1.7
gpt4o,line,2.2,3.26,4.1,4.92,6.5,4.1,2.9,4.2,5.06,1.6,1.84
gpt4o,lobster,4.28,5,6.52,5,4.7,6.3,3.6,4.34,6.38,3.4,1.12
gpt4o,luck,2.84,5.02,1.94,5.9,6,2.84,3.4,4.08,6.8,3.24,2.6
gpt4o,luggage,3.86,3.4,5.7,4.6,5.6,5.5,4,3.54,5,1.7,2.1
gpt4o,lumber,5.14,3.48,5.8,4.32,4.3,4.6,5.1,5.8,4.9,1.6,1
gpt4o,lunch,2.48,4.2,6.08,4.8,6.6,6.1,3.7,3.9,6.24,2.64,4.5
gpt4o,lust,6,7.76,2.5,5.84,4.7,3.56,3.5,5.16,4.2,2.5,4.9
gpt4o,malice,5.78,6.8,2.3,3.16,4,2.58,3.2,5.2,2.1,1.2,4.8
gpt4o,mammal,4.3,3.8,5.52,5.04,4.7,5.36,4.9,4.1,5.46,1.6,1.34
gpt4o,mansion,4.8,5,6.54,7.7,5.1,6.38,6.4,4.98,7.3,1.9,2.9
gpt4o,marvel,5.32,6.7,3,7.2,5.1,3.5,5.4,3.76,7.4,3.4,3.02
gpt4o,mate,4.1,4.6,4,5.8,5,3.9,3.7,5.3,6.56,2.48,5.5
gpt4o,melon,3.4,2.7,6.56,4.4,4.8,6.18,3.4,3.12,5.9,2.7,1.1
gpt4o,menace,5.42,7.26,2.88,4.5,4.2,3.3,5,5.7,2.18,1.56,4.1
gpt4o,merchant,5.6,4.56,5.04,5.6,4.2,4.56,4,5,5.2,1.8,5.16
gpt4o,message,3.66,3.94,3.7,5.1,6.5,3.3,3.4,3.7,5.7,1.8,5.2
gpt4o,metal,3.8,5,5.98,5.34,5.5,5.04,4.7,5.96,5.1,1.6,1
gpt4o,methane,6.1,4.5,5.4,3.7,3.96,3.36,3.6,4.52,4,1.6,1
gpt4o,method,5.12,4,2.94,5.2,5.8,2.4,4,4.2,5.26,1.58,1.8
gpt4o,midst,5.54,4.46,2.62,4.78,3.7,2.66,3.2,4.2,4.92,1.46,1.84
gpt4o,mirror,2.7,3.5,6.2,4.84,6.06,6.2,3.3,3.16,5.4,1.94,1.8
gpt4o,mischief,4.4,6,2.88,5.1,4.76,3.7,3.4,4.76,4.2,4,4.6
gpt4o,mistress,6.4,6.5,4.1,5.5,4,4.1,3.7,1.8,3.1,1.66,5.3
gpt4o,model,3.9,4.9,4.1,6.5,5.7,4.3,4.2,2.96,6,2.2,3.7
gpt4o,moisture,5.2,3.48,5.46,4.3,5.1,4.5,3.3,3.1,5.38,1.5,1.1
gpt4o,moment,3.08,4.66,3.18,5.14,6.2,3.7,3.2,4.1,5.72,1.74,2.4
gpt4o,monarch,5.84,4.9,4.48,8.2,4.18,4.8,6,5.7,5.16,2.3,5.48
gpt4o,monkey,2.9,6.1,6.58,4.5,5.2,6.5,3.7,4.6,5.9,4.3,2.2
gpt4o,monster,3.14,6.96,4.94,4.6,5.34,6.4,6.2,5.8,2.3,2.8,3.2
gpt4o,mood,4.04,4.28,2.84,5.1,5.7,3.1,3.3,3.6,5.3,2,3.02
gpt4o,morsel,5.5,3.1,5.36,4.06,3.4,4.6,2,3.1,5.52,2.34,1.5
gpt4o,moth,4,3,6.26,3.44,4.4,5.5,1.9,3.68,4.22,2.5,1
gpt4o,mother,1.5,4.3,5.7,6.6,6.7,6.06,4.8,1.3,8.2,2.26,6.9
gpt4o,mug,3.48,2.9,6.24,4.2,5.4,5.4,2.6,4.6,4.6,2.6,1.1
gpt4o,mural,5.7,4.08,5.76,5.32,3.9,6.02,4.8,3.7,6.4,2.5,2.54
gpt4o,myth,5.1,4.6,2,5.22,5.1,3.24,4.3,4.2,5.2,2.8,2.8
gpt4o,necklace,3.8,3.2,6.14,5.3,5.26,6.1,2.9,2.34,6.6,1.86,2.26
gpt4o,nectar,4.88,3.58,5.9,5.4,3.8,5.26,2.9,2.9,6.8,2.5,1.06
gpt4o,needle,3.5,5.8,6.24,4.38,5.5,5.66,2,2.54,4.26,1.5,1.38
gpt4o,neglect,5,5.3,2.7,2.6,4.2,2.92,3.4,4.34,2.2,1.2,4.7
gpt4o,neutral,5.6,4.2,2.6,5,5,2.44,3.7,4,5,2.7,2.2
gpt4o,notion,5.8,4.24,1.9,5.42,4.86,2.32,3.3,3.7,5.4,1.9,2.62
gpt4o,nuisance,5,5.04,3.2,3.1,4.8,3.2,3.1,4.4,2.9,1.9,2.8
gpt4o,nurture,5.6,3.52,2.68,5.4,4.3,3.28,3.6,2.4,7.3,1.9,5.56
gpt4o,office,3.54,3.9,5.4,5.5,6.36,4.9,4.5,4.4,5.2,1.6,4.6
gpt4o,ordeal,5.6,6.3,2.9,3.5,4.3,3,4.3,4.3,3,1.3,2.6
gpt4o,outrage,5.6,7.9,2.5,3.82,4.5,3.14,4.1,5.46,2.1,1.5,4.66
gpt4o,packet,4.32,3,5.4,4.2,4.72,4.34,2.6,3.9,5,1.74,1.1
gpt4o,palace,4.4,5.16,6.14,7.5,4.6,6.46,6.4,3.9,7.2,2.38,3.44
gpt4o,pamphlet,5.6,3.2,5.44,4.66,4.06,4.36,2.5,4,5,1.84,2.3
gpt4o,panther,4.5,7,6.62,7.62,4.5,6.42,5,5.8,5.1,2.06,1.4
gpt4o,parade,3.7,6.9,5.04,6.2,5.08,5.7,5.5,3.74,7.1,3.74,5.3
gpt4o,parrot,3.78,4.9,6.56,4.48,4.7,6.56,3.3,3.8,5.5,3.8,1.32
gpt4o,passage,4.52,3.4,4,4.9,5.32,3.4,4.1,4,5,1.8,2
gpt4o,passion,5.3,8.1,2.3,6.9,5.78,3.32,4,2.94,7.6,2.9,4.9
gpt4o,pause,3.94,2.9,3,4.5,5.62,3.38,3,3.7,5.1,1.8,1.6
gpt4o,pelvis,6,4.3,5.5,4.8,4.36,4.7,3.6,3.4,4.84,2.34,1.56
gpt4o,pension,6.26,2.9,3,4.6,4.5,2.9,4.2,4.5,5.9,1.48,3.8
gpt4o,people,1.84,4.8,4.8,5.5,7,4.6,5.9,4,6,1.8,7
gpt4o,person,2.44,4,5.7,4.9,6.56,5.32,4.1,3.74,5.2,1.8,6.9
gpt4o,pest,4.5,5.68,5.26,2.4,4.74,4.4,2.3,4.9,2.4,2,1.5
gpt4o,phantom,5.42,6,3.16,3.7,4.12,5.1,4.4,4.7,3.7,2.9,1.9
gpt4o,phase,5.22,3.3,2.7,4.9,5.2,2.4,3.8,4.04,5,1.72,1.8
gpt4o,pheasant,6.3,4,6.3,4.5,3.2,6.1,4.1,4.14,5.3,2.3,1.3
gpt4o,picket,5.84,5.76,4.8,4.7,3.4,3.9,3,5.1,4,2.06,5.18
gpt4o,picture,2.2,4.04,5.54,5.32,6.3,6.42,3.7,3.28,6.7,2.6,2.6
gpt4o,piece,2.8,3.1,4.66,4.8,5.9,4.42,2.7,4.02,5.3,1.86,1.36
gpt4o,pillow,2.68,1.86,6.56,4,6.06,6.48,3,2.8,6.2,2.8,1.2
gpt4o,pint,4.5,3.96,5.96,4.5,4.5,5.22,2.3,5.68,5.4,2.7,1.68
gpt4o,pity,4.1,3.9,2.1,2.9,5.06,2.9,3.1,3.22,3.2,1.3,4.1
gpt4o,plasma,6.4,5.4,4.3,5.2,3.6,2.7,4.3,4.7,5.2,1.52,1.2
gpt4o,plea,5.38,5,2.98,3.24,4.86,3.02,2.9,3.6,4.3,1.5,4.4
gpt4o,pleasure,4.26,6.3,3.06,6.56,5.5,3.84,4.1,3.16,8.1,2.84,3.8
gpt4o,police,3.4,6.66,5.1,6.9,6.6,4.02,4.6,6.3,5.1,1.4,6.32
gpt4o,portrait,5.2,3.6,5.2,5.8,4.76,5.7,3.9,3.36,6.7,1.8,3.4
gpt4o,power,3.78,7.6,2.68,8.9,6.5,2.8,5.9,6.18,6.4,1.9,4.86
gpt4o,prestige,6.14,5.7,2.46,7.8,4.3,2.78,5,5.34,6.96,1.86,4.58
gpt4o,pride,4.3,6.3,2.26,8,5.8,3,4.6,5.16,6.7,2.3,4.4
gpt4o,prince,3.3,5.6,4.8,7.32,5.58,5.7,5.1,6.6,7,2.5,6.2
gpt4o,princess,2.92,5.24,5.1,5.9,5.6,6.2,4.1,1.28,6.8,3.24,5.2
gpt4o,prison,4.74,6.8,5.76,2.1,5.6,5.28,5.5,5.4,1.7,1.14,5.9
gpt4o,product,4.7,4.74,4.7,5.5,6.16,3.4,4.4,4.3,5.96,1.6,2.6
gpt4o,progress,4.74,5.5,2.8,7.3,6,2.6,4.5,4.02,7.46,2,3.66
gpt4o,project,4.6,5,3.5,6.2,5.7,3.5,4.6,4.7,5.9,2,3.6
gpt4o,pumpkin,3.08,3.18,6.58,4.9,5.22,6.38,3.7,3.22,6.2,3.36,1
gpt4o,punch,3.44,7.64,4.8,6.68,5.2,5.2,3.3,6.16,2.72,2.3,5.3
gpt4o,pupil,4.06,3.96,4.7,4.1,4.8,4.54,2.8,4,5.6,1.7,4.5
gpt4o,puzzle,3.5,5,4.94,5,5.34,5,3.7,4.2,5.84,3.56,2.5
gpt4o,python,5.54,5.34,6.2,5.5,4,5.76,5.1,5.1,4.2,2.44,1.1
gpt4o,rain,2.1,3.5,6.44,4.18,6.56,6.5,4.3,3.5,5.32,2.2,1.3
gpt4o,rattle,3.46,5.8,4.78,4.1,4.4,4.94,2.8,4.9,3.8,2.5,1.46
gpt4o,reason,4.3,4.04,2.48,6.7,6,2.7,4.1,4.4,6.8,1.66,3.34
gpt4o,recall,5.22,4.2,2.8,5.06,5.04,2.98,3.3,4.1,5,1.5,2.7
gpt4o,reject,4.4,5.7,2.9,3.4,5.04,3.1,3.2,5,2.7,1.5,3.6
gpt4o,report,4.4,3.7,3.4,5.5,6,2.6,4.1,4.6,5.1,1.54,3.8
gpt4o,reptile,5.06,5.5,6.2,4.4,4.5,5.78,4,4.5,4.3,2.2,1.06
gpt4o,resort,5.1,5.6,5.2,5.8,5.06,5.4,5.4,4.16,6.54,2.2,4
gpt4o,respect,4.2,4.8,2.6,7.3,5.94,3.1,4,4.4,7.64,2.1,6.34
gpt4o,risk,4.94,7.36,2.8,7,5.8,3,3.9,5.9,3.9,1.7,3.42
gpt4o,role,4.46,4.4,3.1,5.8,5.48,2.9,3.9,3.9,5.3,2,5.1
gpt4o,romance,5.6,6.6,2.8,6.14,5.28,3.68,4.1,2.4,7.6,2.8,6.2
gpt4o,rubble,5.24,4.82,5.7,3.04,3.5,5,4.2,5.3,2.78,1.38,1.3
gpt4o,ruffle,4.96,4,4.2,3.9,3.98,4.6,2.5,2.8,5.4,3.1,1.7
gpt4o,saloon,5.5,5.44,5.7,5.02,3.94,5.48,4.6,5.6,4.8,2.7,3.4
gpt4o,sandwich,2.4,3.6,6.56,4.6,6.12,6.5,3.3,4.04,6.5,3.36,1.56
gpt4o,scalpel,6.38,6.38,6,5.9,3.5,4.7,2.1,5.5,4.1,1,1.1
gpt4o,script,5.28,4.1,4.3,5,4.72,3.3,3.5,4.06,5.3,2,3.4
gpt4o,seed,3.2,2.9,6.48,4.7,5.7,5.7,1.8,4.4,6.14,1.8,1.3
gpt4o,sentence,3.58,3.5,3.4,4.98,6.1,2.8,3.7,4.04,4.84,1.6,3.6
gpt4o,service,4.78,4.46,3,5.1,5.92,2.8,4.2,4.2,6.6,1.34,5.9
gpt4o,settle,4.14,2.66,3.5,5.6,5.14,3.22,3.7,4,5.8,1.5,3.6
gpt4o,shaft,5.12,4.16,5.1,4.8,4.1,4.22,4.1,5.8,4.2,1.44,1.08
gpt4o,shame,3.9,5,2.1,2.3,5.4,2.6,3.2,3.7,2.4,1.3,4.6
gpt4o,shark,3.1,7.8,6.54,5.9,5.3,6.38,5.8,6.1,3.3,2.1,1.46
gpt4o,shirt,2,2.6,6.34,4.7,6.5,6.58,3.1,4.3,5.1,1.84,1.7
gpt4o,shrug,4.58,3.48,4.1,4.18,4.9,4.5,2.6,4.96,4.6,2.9,2.66
gpt4o,signal,4.4,5.22,3.98,5.44,5.3,3.86,3.7,4.8,5.3,1.72,3.3
gpt4o,sin,4.4,6.3,2.3,3.8,5.2,2.98,3.6,4.86,2.4,1.36,4.7
gpt4o,sister,2,3.7,5.82,5.2,6.7,5.6,3.6,1.5,7.26,2.72,6.4
gpt4o,slave,5.1,7.5,4.46,1.36,5.1,3.86,3.8,5.44,1.3,1.1,6.4
gpt4o,sleep,1.86,1.6,4,4.12,6.74,5.82,3.1,3.6,6.76,2,1.3
gpt4o,slope,4.56,3.3,4.6,4.4,4.8,4.5,3.9,4.44,4.8,1.5,1.1
gpt4o,slum,5.68,5.38,5.4,2.6,4.1,4.3,4.4,4.52,2.1,1.2,5.2
gpt4o,smear,5.18,5.7,3.96,3.32,4.5,4.04,2.4,4.42,3.1,1.5,2.34
gpt4o,smell,2.06,3.92,4.8,4.6,6,4.78,3.1,3.6,4,1.9,1.94
gpt4o,snail,3.48,2.2,6.52,3.5,4.6,6.06,2,3.9,4.32,3.4,1.16
gpt4o,snort,4.5,5.34,4.2,3.28,4.5,4.3,2.6,5,3.92,3.9,1.9
gpt4o,soldier,4,7.1,5.36,6.9,5.8,5.34,5.2,6.44,5.3,1.6,6.46
gpt4o,sorrow,5.46,4.84,2.2,2.6,4.5,2.8,3.4,3.38,2.1,1.04,4
gpt4o,sparkle,3.42,6.26,4.9,6.1,4.96,6,2.8,2.5,7.56,3.7,1.6
gpt4o,spinach,3.62,2.76,6.34,4.7,5.06,5.96,2.8,3.4,5.9,2,1
gpt4o,spirit,4.14,6.3,2.3,6.98,5.6,2.86,4.1,4,7,2.74,3.68
gpt4o,spit,3.04,5.8,5.6,3.1,5.08,4.4,2,5.54,3.1,2.02,2.16
gpt4o,spring,2.94,6,4.9,5.46,6.1,5.3,3.8,3.84,7.22,2.1,1.44
gpt4o,squash,4.42,3.32,5.4,4.4,4.5,5.8,3.2,4.8,5.3,2.8,1.4
gpt4o,squeeze,3.32,5.4,4,5,5.08,5.1,2.8,3.5,4.8,2.6,2.6
gpt4o,stab,5.2,8.06,4,3.2,4.9,4.9,2.9,6.1,2,1.1,5.84
gpt4o,status,5.46,5,2.5,6.96,5.6,2.54,4,5.22,5.7,1.5,4.7
gpt4o,stock,5.3,4.1,3.9,5.86,5.3,3.46,4.4,5.2,5,1.5,3.34
gpt4o,stomach,3.4,4,6.02,4.1,5.8,5,4,4.28,4.6,1.46,1.5
gpt4o,stove,3.22,4,6.16,4.5,5.62,5.9,4,3.6,5.3,1.66,1.24
gpt4o,strand,5.2,3.36,4.2,4,4,3.76,2.6,3.64,5,1.64,1.16
gpt4o,stretch,3.32,4.2,4.1,5.12,5.56,4.4,4.2,4.4,5.24,1.7,1.6
gpt4o,stride,5.3,5.36,4.9,7.2,4.1,4.5,4.9,5.4,6.1,2.26,2.2
gpt4o,string,3,3.2,5.4,4.38,5.84,5.4,3,4.2,5,1.64,1.04
gpt4o,suburb,5,3.3,5.56,4.84,5.24,5,5.1,4,5.08,1.8,3
gpt4o,success,4.46,6.66,2.54,8.4,6.4,2.9,5.6,5.3,8.4,2.3,4.7
gpt4o,surgeon,5.72,6.3,5.4,7.3,5.26,4.86,4.7,5.88,5.9,1.3,4.6
gpt4o,sweater,3.2,2.56,6.12,4.98,5.3,5.8,3.3,3.5,5.76,2,1.68
gpt4o,sword,3.8,6.9,6.14,7.3,4.94,5.9,4.7,6.62,4.3,1.68,3.8
gpt4o,table,2,3.2,6.72,4.9,6.86,6.6,4.4,4.2,5.1,1.38,1.5
gpt4o,taboo,6.16,6.24,2.5,3.7,4.4,2.5,3.4,4.5,3,2.2,4.4
gpt4o,talent,4.22,5.4,2.64,7.1,5.6,2.76,3.9,4.2,7.5,2.6,4.1
gpt4o,terror,5.12,8.8,2.22,2.04,5.2,2.7,4.7,5.8,1.4,1.3,5.3
gpt4o,texture,5,3.82,4.2,5,4.8,4.72,3.6,3.4,5.6,1.64,1.04
gpt4o,throat,3.3,4.4,5.86,3.8,5.6,5.32,3.5,4.7,4.4,1.32,1.2
gpt4o,tiger,3.06,7.6,6.52,8,5.8,6.64,5.9,6.06,5.6,2.2,1.4
gpt4o,toast,2.92,3.5,6.02,5.1,5.62,6.1,2.9,4.2,6,3.1,2.1
gpt4o,toilet,2.5,3.04,6.4,3.7,6.2,5.82,3,4,3.6,2.8,1.9
gpt4o,tortoise,4.5,2.1,6.5,4,4.16,6.28,3.2,4,5.3,3.6,1.12
gpt4o,town,2.8,4,5.98,5,6.1,5.5,5.1,4.32,5.6,1.68,5.5
gpt4o,toxin,6.1,6.6,4.94,2.3,3.7,3.82,3.3,5,2,1.16,1.44
gpt4o,traffic,4.1,6.3,4.86,3.9,6.06,4.8,5.3,5.16,3.2,1.16,3.7
gpt4o,transit,5.78,4.5,3.94,5,4.5,3.48,4.6,4.5,5.2,1.66,2.9
gpt4o,treason,6.32,6.84,2.3,2.1,4.08,2.94,4.7,4.9,1.6,1.2,5.6
gpt4o,treasure,4.18,6.6,5.1,7.4,5.14,6.4,5.5,3.5,8.26,3.2,3.32
gpt4o,trend,5.4,4.9,2.7,5.4,5,2.76,3.7,3.8,5.5,2.1,4.14
gpt4o,triumph,5.16,7.78,2.9,8.3,5.06,3.8,5.4,5.86,8.2,2.7,5.3
gpt4o,troll,4.04,5.2,3.5,3.7,4.1,5.18,4.2,5.3,3,3.9,3.28
gpt4o,trouble,3.22,6.4,2.26,3.1,6,2.96,4.2,4.6,3,2.1,4.6
gpt4o,trousers,3.66,3.3,6.38,4.8,5.02,5.9,3.8,5.2,5,3.2,1.8
gpt4o,trumpet,3.9,6.8,5.9,6.22,5.06,5.9,4.2,5.1,5.8,3,2.68
gpt4o,trust,3.34,3.78,2.24,7.4,6.08,3,4.2,3.7,8,1.92,6.7
gpt4o,tulip,4.5,3.6,6.58,4.5,4.5,6.6,2.9,2.26,6.7,2.56,1
gpt4o,tumble,4.32,5.7,4.4,3.3,4.64,4.8,3.4,4.4,4,3.5,1.7
gpt4o,typhoon,5.9,8.1,6.2,3.6,3.4,6.06,6.5,5.2,2,1.2,1.4
gpt4o,ulcer,6,5.42,5.36,2.2,4,3.8,2.7,4.48,2.2,1,1.26
gpt4o,urge,4.94,6.2,2.7,5.4,4.76,2.4,3.2,4.76,4.94,2,3.44
gpt4o,usher,5.8,3.8,4.16,4.98,3.6,3.8,3.3,4.92,5.34,1.92,4.1
gpt4o,venom,5.64,7.1,5.28,3.7,4.4,5,3.5,5.56,2.34,1.5,1.24
gpt4o,verge,5.44,5.8,3.2,4.6,4.64,3,3.3,4.1,4.4,1.54,1.4
gpt4o,version,5.06,3.68,3,4.9,5.4,2.64,3.1,4,5,1.8,2.1
gpt4o,victim,5.04,6.76,4.02,1.7,5.5,4.08,3.7,3.7,2.3,1,5.6
gpt4o,virtue,6.04,4.16,1.9,6.9,4.5,2.4,4.2,3.1,8.06,1.78,5.3
gpt4o,vowel,4.9,2.7,3.2,4.2,4.7,2.72,2.5,3.4,5.1,1.9,1.06
gpt4o,vulture,5.32,5.56,6.36,3.88,3.7,5.8,4.6,5.2,3.1,1.72,1.28
gpt4o,waitress,4.7,4.2,5.5,3.2,5.4,5,3.4,1.9,5.3,2.3,5.3
gpt4o,wallet,3.88,3.5,6.2,5.06,5.5,5.7,2.7,5.5,5.5,1.44,1.5
gpt4o,walnut,4.7,2.84,6.46,4.5,4.44,5.6,2.8,3.9,5.62,2.1,1.14
gpt4o,walrus,5.1,3.3,6.7,4.32,3.7,6.1,5.4,5.2,5.3,4,1
gpt4o,whimper,5.24,4.2,3.74,2.5,4.02,4,2.2,2.94,3,1.54,3.1
gpt4o,whisper,3.7,2.6,4,4,5.1,4.6,2.3,2.6,6.2,2,4.4
gpt4o,whore,6.72,7.7,4.2,3.22,3.5,3.6,3,3.74,1.96,1.3,5.46
gpt4o,wisdom,5.3,3.8,1.6,7.34,5.2,2.4,4.5,3.9,8.2,1.94,4
gpt4o,wish,2.44,4.5,1.9,5.6,6.18,3.52,3.4,3.06,6.7,2.9,3.1
gpt4o,wit,5.1,5.1,2.32,6.98,4.6,3,3.2,4.3,6.86,4.26,4.3
gpt4o,wood,2.7,3.1,6.1,4.3,6.18,5.6,4.3,4.9,5.4,1.7,1.24
gpt4o,wrath,6.02,7.7,2.18,5.5,4.2,2.8,4.9,5.88,2.2,1.22,4.6
gpt4o,wrestle,3.6,7.1,4.6,6.4,4.74,4.6,4.1,6.54,4.4,2.9,4.7
gpt4o,yeast,5.6,3.2,5.78,4.04,4.1,4.94,2.1,3.56,4.8,1.8,1
gpt4o,zebra,3.12,4.9,6.7,4.42,5.2,6.54,4.8,4.3,5.32,3.5,1.1
gem15,affair,6,5.8,2.6,6,5.3,3.6,3.1,3.62,3.6,2.7,6
gem15,aisle,4.9,2.4,4.8,4.4,5.8,4.4,3.4,4,5,1.72,2.9
gem15,anchor,4.5,2.8,5.8,5.6,5.7,5.6,3.4,6,5.6,1.84,2.2
gem15,anger,3.4,7,2.4,5.8,6.7,4.4,3.4,4.6,1.6,1.62,5
gem15,ant,2.5,2,6.4,3,6,6,1.1,4.2,4.4,2.2,1
gem15,applause,5.2,5.6,4,6.8,5.4,4.6,4,3.9,8.2,3.5,6.6
gem15,apple,1.8,2.1,6.9,4.3,7,6.9,2,3.2,7.1,2.2,1.4
gem15,apron,3.8,2.6,5.8,4.2,5.7,5.6,2,2,5,2.3,2
gem15,arson,6.3,7.6,3.5,7.4,3.4,4,3.4,5.6,1.2,2.5,5
gem15,art,4.3,3.8,2.3,6,6.7,4,4.2,3.2,8,2.6,4.4
gem15,artist,5.6,4,3,6,6,4.4,2.6,3.6,7,3,4.9
gem15,aspect,5.6,2.6,2.2,5,5.4,2.7,2.4,3.96,5,1.92,2.3
gem15,asthma,5.8,5,3.8,2.4,4.8,2.2,2,3.8,1.8,1.52,1.4
gem15,attempt,4.4,3.9,2.8,5.2,6.2,3.4,2.4,4.1,5.2,1.94,3
gem15,author,5.9,3.7,3,7,6,3.8,3.2,4.1,5.8,2.18,4.4
gem15,baby,1.1,3.6,6.5,3.2,7,7,1.4,1.4,8.2,3.32,4.2
gem15,balloon,2.7,4.2,6.2,4.8,6.5,7,3.8,3.4,7,3.86,2.1
gem15,ban,4.2,4.2,2.5,5,5.5,2.2,3.2,4.7,2,1.86,5.6
gem15,bandage,4.1,2.6,6,3.4,5.9,5.5,2,3.1,5,2.12,2.2
gem15,basket,2.8,2.2,6,4.4,6.2,6,2.6,2.3,6.2,2.3,2
gem15,battle,4.1,7.2,3.5,7,6.1,5.5,5.2,5.96,2.6,2.1,6.7
gem15,bead,3.2,2.4,6.1,4,5.2,5.9,1.1,2.9,5.6,2.1,1.84
gem15,beer,4.4,4.2,6.4,4.6,7,6.4,2.4,4.94,6.4,3.08,3.3
gem15,beggar,5.1,3,4.6,2,5,5.2,1.6,4.2,2,2.32,6.4
gem15,belief,5,3.2,1.6,5.3,6.3,2.4,3.4,3.38,6.9,1.86,3.8
gem15,bitch,5.6,6.6,3.6,2.2,5.2,4,3.4,1.04,1.1,3.1,6
gem15,blame,4.6,5,2,3.4,6.3,2.9,2.6,4.3,1.8,1.56,5.8
gem15,bliss,4.9,5.4,1.7,6,5.3,4.2,2.4,2,9,3.9,3.2
gem15,blister,4.6,4.6,5.8,2.6,4.6,5,1,4.4,1.8,2.24,1
gem15,blood,2.7,5.4,5.6,4.2,6.7,5.4,2.6,4.2,2.8,1.56,2.7
gem15,blouse,4.1,3.2,5.8,4.6,5.8,5.7,2.6,1.54,5.5,2.1,2.2
gem15,boast,4.6,5.4,2.8,7.4,5.2,4,3.4,5.3,6.4,3.06,5.2
gem15,bondage,6.3,6.1,2.8,1.6,3.7,3.6,2.4,4.8,1.2,2,5
gem15,bonnet,3.7,2.8,5.7,4.4,4.5,5.6,2.1,1.52,5.6,2.8,1.86
gem15,bounce,2.5,5.1,4.8,4.4,6.1,6,2,3.5,6.6,3.8,1.9
gem15,bowel,5.8,2.4,5.6,2.8,4.8,4,2.4,4,3,2.12,1
gem15,bowl,2.7,2.4,6,4.4,6.5,6,2.2,3.8,5.3,1.98,1.6
gem15,bracket,5.1,2.3,4.9,4.6,5,4.6,2,4.2,5,1.86,1.9
gem15,breakfast,3.3,3.3,5.6,4.4,7,6.1,3,2.6,7,2.48,2.2
gem15,breast,3.3,4.4,5.8,4.6,6.1,5.7,2.6,1.44,5.7,1.82,2
gem15,bulge,4.9,4,5,4.4,4,5,3,5.6,4.4,3,1
gem15,button,3,2.2,6.2,4,6.9,5.6,1.2,4,5,2.38,1.54
gem15,camp,3.1,3,4.8,4.7,6.1,5.5,3.6,4.3,6.5,3.26,4.4
gem15,cancer,5.8,6.4,4.6,2.2,6.5,2,3,4.2,1,1.04,2.4
gem15,candle,2.8,2.6,6.1,4.6,6.3,6.3,1.8,2.6,6.2,2.4,1.7
gem15,candy,2.1,4,6.4,4,7,6.7,1.7,1.72,8,3.7,2.4
gem15,canoe,4.2,2.8,6.1,4.6,5.3,6.4,3.2,4.3,6.4,2.54,1.44
gem15,carcass,6,4,5.6,2.4,3.5,4.6,3,5.32,1.4,1.94,1.36
